Date,Price,Open,High,Low,Volume,ChangePct
2023-10-17,54.17,53.58,54.84,53.55,13370000.0,-0.39
2023-10-18,53.24,54.08,54.78,53.07,13590000.0,-1.72
2023-10-19,52.39,53.28,53.99,52.38,11580000.0,-1.6
2023-10-20,51.96,51.95,52.69,51.69,17800000.0,-0.82
2023-10-23,51.52,51.27,52.56,50.95,15200000.0,-0.85
2023-10-24,55.12,54.44,55.43,53.11,20060000.0,6.99
2023-10-25,56.46,55.61,56.94,54.91,19260000.0,2.43
2023-10-26,57.57,56.77,58.24,56.68,17360000.0,1.97
2023-10-27,56.24,57.36,58.02,55.93,11920000.0,-2.31
2023-10-30,57.2,56.41,57.47,55.77,11020000.0,1.71
2023-10-31,58.3,57.56,58.49,57.39,19980000.0,1.92
2023-11-01,58.43,58.1,58.79,57.18,13430000.0,0.22
2023-11-02,59.91,58.52,60.47,58.5,15080000.0,2.53
2023-11-03,59.38,61.22,61.49,59.37,13940000.0,-0.88
2023-11-06,59.04,59.4,59.88,58.86,9290000.0,-0.57
2023-11-07,58.46,59.05,59.56,58.4,9620000.0,-0.98
2023-11-08,57.5,58.17,58.17,56.78,12780000.0,-1.64
2023-11-09,54.72,57.12,57.27,54.62,17150000.0,-4.83
2023-11-10,55.14,55.0,55.37,54.51,12780000.0,0.77
2023-11-13,54.5,55.05,55.06,53.81,8950000.0,-1.16
2023-11-14,57.55,56.08,57.74,55.45,13400000.0,5.6
2023-11-15,57.0,57.48,58.73,56.98,11300000.0,-0.96
2023-11-16,56.6,57.42,57.77,56.58,11160000.0,-0.7
2023-11-17,57.37,57.01,57.38,56.49,10140000.0,1.36
2023-11-20,57.34,57.0,57.68,56.31,8410000.0,-0.05
2023-11-21,57.98,57.32,58.29,56.78,11950000.0,1.12
2023-11-22,57.47,57.98,58.31,56.99,9630000.0,-0.88
2023-11-24,57.55,57.14,57.6,56.93,4630000.0,0.14
2023-11-27,57.58,57.5,57.7,56.87,9780000.0,0.05
2023-11-28,58.16,57.56,58.58,57.26,9470000.0,1.01
2023-11-29,58.36,58.53,59.23,57.97,17020000.0,0.34
2023-11-30,58.51,58.48,58.68,57.98,15380000.0,0.26
2023-12-01,59.17,58.55,59.54,57.67,10510000.0,1.13
2023-12-04,58.67,58.59,59.53,58.58,10240000.0,-0.85
2023-12-05,58.23,58.68,58.86,57.87,12550000.0,-0.75
2023-12-06,60.2,58.62,60.26,58.62,13240000.0,3.38
2023-12-07,59.85,60.38,60.56,59.44,12230000.0,-0.58
2023-12-08,59.7,59.57,59.95,59.1,9410000.0,-0.25
2023-12-11,59.71,58.53,59.94,58.53,11010000.0,0.02
2023-12-12,59.52,59.66,59.76,58.08,9930000.0,-0.32
2023-12-13,62.51,59.6,62.6,59.33,13010000.0,5.02
2023-12-14,62.78,63.65,64.59,62.36,16810000.0,0.43
2023-12-15,61.5,62.1,62.91,61.02,28900000.0,-2.04
2023-12-18,61.0,61.6,62.1,60.85,10760000.0,-0.81
2023-12-19,61.57,61.36,61.83,60.87,11510000.0,0.93
2023-12-20,59.84,61.55,61.72,59.78,10090000.0,-2.81
2023-12-21,59.6,60.13,60.65,59.06,12600000.0,-0.4
2023-12-22,59.75,59.96,60.87,59.67,9800000.0,0.25
2023-12-26,60.21,59.68,60.56,59.62,6790000.0,0.77
2023-12-27,60.58,59.91,60.67,59.65,6790000.0,0.61
2023-12-28,61.02,60.12,61.1,60.12,5980000.0,0.73
2023-12-29,60.74,60.8,61.06,60.26,6810000.0,-0.46
2024-01-02,61.57,60.55,62.15,60.18,10060000.0,1.37
2024-01-03,61.99,61.11,62.12,60.46,10310000.0,0.68
2024-01-04,61.8,62.17,62.76,61.72,10570000.0,-0.31
2024-01-05,62.08,61.65,62.56,61.27,7800000.0,0.45
2024-01-08,62.92,61.78,63.06,61.59,7770000.0,1.35
2024-01-09,62.01,62.94,63.04,61.88,6920000.0,-1.45
2024-01-10,62.28,62.02,62.72,61.9,8100000.0,0.44
2024-01-11,60.72,62.0,62.19,60.6,10690000.0,-2.5
2024-01-12,61.04,61.18,61.66,60.92,7800000.0,0.53
2024-01-16,60.35,60.66,61.2,60.21,11630000.0,-1.13
2024-01-17,58.27,59.46,60.01,57.8,11540000.0,-3.45
2024-01-18,57.65,57.96,58.08,57.22,9630000.0,-1.06
2024-01-19,57.26,57.72,57.78,56.58,12760000.0,-0.68
2024-01-22,56.85,57.37,57.79,56.65,12980000.0,-0.72
2024-01-23,57.38,57.28,57.51,56.89,16079999.999999998,0.93
2024-01-24,57.01,58.1,58.41,56.75,14470000.0,-0.64
2024-01-25,57.98,58.95,59.36,57.06,15700000.0,1.7
2024-01-26,58.48,58.33,59.01,58.22,11650000.0,0.86
2024-01-29,59.57,58.47,59.79,58.21,10100000.0,1.86
2024-01-30,59.28,59.5,59.75,58.56,7810000.0,-0.49
2024-01-31,58.63,59.7,59.98,58.42,11120000.0,-1.1
2024-02-01,59.75,58.39,59.83,58.01,8690000.0,1.91
2024-02-02,58.15,58.89,59.03,57.98,14950000.0,-2.68
2024-02-05,55.97,57.37,57.43,55.88,14290000.0,-3.75
2024-02-06,56.23,56.0,56.58,55.51,10310000.0,0.46
2024-02-07,56.38,56.32,56.67,55.63,7760000.0,0.27
2024-02-08,56.29,56.42,56.42,55.38,8140000.000000001,-0.16
2024-02-09,56.58,55.98,56.63,55.72,8000000.0,0.52
2024-02-12,57.55,56.59,57.63,56.5,9620000.0,1.71
2024-02-13,55.25,56.88,57.14,54.67,12760000.0,-4.0
2024-02-14,56.01,55.39,56.06,55.09,8830000.0,1.38
2024-02-15,57.27,56.3,57.66,56.22,9880000.0,2.25
2024-02-16,57.03,56.86,57.42,56.33,9940000.0,-0.42
2024-02-20,56.61,56.74,57.31,56.05,13010000.0,-0.74
2024-02-21,57.1,57.02,57.33,56.64,9320000.0,0.87
2024-02-22,56.67,56.79,57.08,56.32,10430000.0,-0.75
2024-02-23,56.78,56.8,57.46,56.51,10560000.0,0.19
2024-02-26,55.15,55.9,55.93,54.86,12750000.0,-2.87
2024-02-27,55.56,55.44,55.99,54.79,12420000.0,0.74
2024-02-28,55.04,55.35,55.72,54.71,13240000.0,-0.94
2024-02-29,55.19,55.49,55.86,54.96,19990000.0,0.27
2024-03-01,55.21,55.26,55.62,54.28,15400000.0,0.04
2024-03-04,54.97,54.78,55.07,53.95,11670000.0,-0.43
2024-03-05,55.4,55.0,56.51,54.95,16030000.000000002,0.78
2024-03-06,55.53,55.98,56.91,55.26,11070000.0,0.23
2024-03-07,56.25,56.08,56.47,55.53,10230000.0,1.3
2024-03-08,57.81,56.72,58.16,56.31,12740000.0,2.77
2024-03-11,57.87,57.57,58.14,56.89,9680000.0,0.1
2024-03-12,57.15,57.67,58.0,56.55,9630000.0,-1.24
2024-03-13,59.54,59.0,60.37,58.95,17500000.0,4.18
2024-03-14,59.54,59.2,60.24,59.11,17000000.0,0.0
2024-03-15,60.08,59.2,60.13,58.88,32420000.0,0.91
2024-03-18,60.17,60.08,61.13,59.44,17070000.0,0.15
2024-03-19,61.27,60.38,61.38,60.26,11430000.0,1.83
2024-03-20,62.2,61.45,62.41,61.36,14560000.0,1.52
2024-03-21,61.36,62.2,63.38,61.29,18090000.0,-1.35
2024-03-22,61.78,62.22,62.49,61.72,10050000.0,0.68
2024-03-25,62.61,62.0,62.64,61.4,11420000.0,1.34
2024-03-26,61.43,62.62,62.91,61.3,13830000.0,-1.88
2024-03-27,63.79,62.16,63.85,62.02,13410000.0,3.84
2024-03-28,63.91,63.67,64.26,63.39,12830000.0,0.19
2024-04-01,63.38,63.91,64.04,62.76,13180000.0,-0.83
2024-04-02,62.88,63.27,63.34,62.36,9910000.0,-0.79
2024-04-03,62.55,62.69,62.99,61.85,10550000.0,-0.52
2024-04-04,63.73,63.35,63.97,62.97,10690000.0,1.89
2024-04-05,64.18,63.05,64.36,62.9,10280000.0,0.71
2024-04-08,64.86,64.15,64.92,63.93,8050000.000000001,1.06
2024-04-09,65.38,65.15,65.86,64.79,9190000.0,0.8
2024-04-10,64.01,63.5,64.24,63.0,10780000.0,-2.1
2024-04-11,63.94,64.63,64.79,63.31,12150000.0,-0.11
2024-04-12,63.08,64.12,64.31,62.95,9040000.0,-1.35
2024-04-15,62.75,63.53,64.33,62.3,11150000.0,-0.52
2024-04-16,61.7,62.49,62.58,61.31,11590000.0,-1.67
2024-04-17,63.79,62.24,63.92,61.92,15650000.0,3.39
2024-04-18,64.01,63.85,64.39,63.13,10130000.0,0.34
2024-04-19,64.3,64.22,64.9,63.65,13420000.0,0.45
2024-04-22,65.31,64.59,65.49,63.92,14750000.0,1.57
2024-04-23,66.2,65.24,67.17,65.1,14350000.0,1.36
2024-04-24,66.56,65.91,67.1,65.22,12150000.0,0.54
2024-04-25,66.9,66.0,67.12,65.51,11420000.0,0.51
2024-04-26,65.99,67.22,67.3,65.75,9980000.0,-1.36
2024-04-29,67.42,67.01,67.91,66.96,9910000.0,2.17
2024-04-30,66.97,66.9,67.49,66.27,10040000.0,-0.67
2024-05-01,68.61,66.87,68.86,66.74,13990000.0,2.45
2024-05-02,68.85,68.88,69.01,67.67,10820000.0,0.35
2024-05-03,70.14,69.89,70.28,69.31,12690000.0,1.87
2024-05-06,71.25,70.36,71.3,70.26,14040000.0,1.58
2024-05-07,71.95,71.69,72.04,71.31,13620000.0,0.98
2024-05-08,72.85,71.7,72.89,71.48,9910000.0,1.25
2024-05-09,74.58,73.0,74.73,72.58,16629999.999999998,2.37
2024-05-10,73.79,74.87,75.21,73.65,12050000.0,-1.06
2024-05-13,74.58,74.14,74.67,73.59,7690000.0,1.07
2024-05-14,75.42,74.94,75.61,74.66,8180000.0,1.13
2024-05-15,77.05,75.97,77.19,75.97,12470000.0,2.16
2024-05-16,76.41,77.06,77.41,76.06,10410000.0,-0.83
2024-05-17,76.09,76.35,76.55,75.54,9490000.0,-0.42
2024-05-20,75.87,75.99,76.19,75.57,7180000.0,-0.29
2024-05-21,76.95,75.87,76.96,75.45,6420000.0,1.42
2024-05-22,76.32,76.41,77.18,76.16,8770000.0,-0.82
2024-05-23,75.32,75.96,75.96,74.62,9100000.0,-1.31
2024-05-24,76.61,75.42,77.1,75.26,7600000.0,1.71
2024-05-28,77.53,76.62,78.25,76.33,11990000.0,1.2
2024-05-29,76.68,76.77,76.9,76.16,6900000.0,-1.1
2024-05-30,78.19,76.87,78.26,76.61,21760000.0,1.97
2024-05-31,80.02,78.29,80.47,78.13,16200000.0,2.34
2024-06-03,77.71,79.5,79.75,77.52,15410000.0,-2.89
2024-06-04,77.15,77.61,77.79,76.53,8480000.0,-0.72
2024-06-05,77.05,77.05,77.33,76.6,9260000.0,-0.13
2024-06-06,76.7,76.94,77.77,76.63,6550000.0,-0.45
2024-06-07,75.39,75.56,77.0,75.01,10060000.0,-1.71
2024-06-10,76.97,75.47,77.06,74.85,11220000.0,2.1
2024-06-11,72.74,75.3,75.32,71.55,22780000.0,-5.5
2024-06-12,72.26,73.79,73.95,71.4,13930000.0,-0.66
2024-06-13,73.18,72.56,73.72,72.36,10020000.0,1.27
2024-06-14,73.06,72.76,73.54,72.38,6570000.0,-0.16
2024-06-17,72.31,72.73,73.4,72.19,8450000.0,-1.03
2024-06-18,70.44,69.1,70.59,68.97,29170000.0,-2.59
2024-06-20,72.46,71.0,72.89,70.79,14860000.0,2.87
2024-06-21,72.81,73.36,73.69,72.07,19470000.0,0.48
2024-06-24,73.85,72.5,74.26,72.25,12060000.0,1.43
2024-06-25,72.98,73.57,73.74,72.39,11010000.0,-1.18
2024-06-26,73.37,72.8,73.61,71.92,11480000.0,0.53
2024-06-27,73.72,73.62,74.39,73.23,9820000.0,0.48
2024-06-28,70.81,73.21,73.31,69.86,23940000.0,-3.95
2024-07-01,69.9,71.46,71.63,69.54,11040000.0,-1.29
2024-07-02,70.47,70.0,70.6,69.38,9420000.0,0.82
2024-07-03,71.83,70.92,71.91,70.55,4490000.0,1.93
2024-07-05,72.09,72.0,72.35,71.64,7690000.0,0.36
2024-07-08,72.11,72.15,72.58,71.74,5370000.0,0.03
2024-07-09,72.12,72.06,72.99,71.68,6220000.0,0.01
2024-07-10,72.9,72.26,73.13,71.68,6740000.0,1.08
2024-07-11,74.7,73.5,75.21,73.46,12190000.0,2.47
2024-07-12,76.0,75.0,76.7,74.77,11100000.0,1.74
2024-07-15,70.97,74.17,74.4,70.76,19580000.0,-6.62
2024-07-16,71.9,71.54,72.29,70.85,10550000.0,1.31
2024-07-17,70.9,71.75,72.25,70.48,11880000.0,-1.39
2024-07-18,71.67,71.0,72.36,70.82,10210000.0,1.09
2024-07-19,72.0,71.92,72.36,71.44,7750000.0,0.46
2024-07-22,72.9,72.95,74.15,72.76,9030000.0,1.25
2024-07-23,72.11,72.43,73.01,71.9,7030000.0,-1.08
2024-07-24,75.41,72.73,75.75,72.29,17810000.0,4.58
2024-07-25,73.44,75.19,75.67,73.29,13930000.0,-2.61
2024-07-26,74.26,74.23,74.99,73.52,7080000.0,1.12
2024-07-29,74.34,74.46,74.67,73.56,5980000.0,0.11
2024-07-30,74.28,74.53,74.53,73.2,8510000.0,-0.08
2024-07-31,76.39,74.87,76.88,74.69,15620000.0,2.84
2024-08-01,78.39,76.32,78.42,75.9,11140000.0,2.62
2024-08-02,79.2,79.36,80.56,77.82,14510000.0,1.03
2024-08-05,76.68,78.55,79.0,76.49,11880000.0,-3.18
2024-08-06,76.97,76.85,78.4,76.67,9050000.0,0.38
2024-08-07,77.56,77.72,78.76,77.29,8189999.999999999,0.77
2024-08-08,77.54,77.12,78.23,76.6,6940000.0,-0.03
2024-08-09,77.46,77.5,78.03,76.35,5040000.0,-0.1
2024-08-12,77.58,77.33,77.61,76.89,5960000.0,0.15
2024-08-13,78.12,78.35,78.5,77.53,5110000.0,0.7
2024-08-14,78.01,78.0,78.58,77.1,4620000.0,-0.14
2024-08-15,77.41,77.54,77.81,77.13,5950000.0,-0.77
2024-08-16,78.57,77.52,78.79,77.24,6340000.0,1.5
2024-08-19,79.35,78.57,79.57,78.43,5620000.0,0.99
2024-08-20,78.98,79.35,79.79,78.96,5970000.0,-0.47
2024-08-21,79.64,79.17,79.99,79.13,5130000.0,0.84
2024-08-22,78.92,79.68,79.94,78.46,8010000.0,-0.9
2024-08-23,79.66,79.46,80.32,79.16,5050000.0,0.94
2024-08-26,80.64,80.0,81.07,79.96,5380000.0,1.23
2024-08-27,79.61,80.36,80.64,79.58,5090000.0,-1.28
2024-08-28,79.41,79.73,80.13,79.19,5460000.0,-0.25
2024-08-29,80.03,79.53,80.18,78.71,5180000.0,0.78
2024-08-30,80.51,79.59,80.74,79.47,6810000.0,0.6
2024-09-03,79.93,80.77,81.18,79.63,9880000.0,-0.72
2024-09-04,81.08,80.41,81.54,80.32,7520000.0,1.44
2024-09-05,80.33,81.96,82.14,80.23,8490000.0,-0.93
2024-09-06,79.98,80.86,81.19,79.81,8180000.0,-0.44
2024-09-09,81.19,80.11,81.24,79.26,6920000.0,1.51
2024-09-10,82.3,81.47,82.39,81.04,9590000.0,1.37
2024-09-11,83.43,82.7,83.57,81.73,10220000.0,1.37
2024-09-12,83.46,83.43,83.97,82.71,7860000.0,0.04
2024-09-13,84.65,83.9,84.73,83.5,6730000.0,1.43
2024-09-16,84.64,85.09,85.56,84.36,8790000.0,-0.01
2024-09-17,84.97,84.79,85.0,84.18,7420000.0,0.39
2024-09-18,84.28,84.49,84.99,83.51,9290000.0,-0.81
2024-09-19,82.29,83.63,83.8,81.46,13970000.0,-2.36
2024-09-20,82.76,82.25,83.75,82.05,26030000.0,0.57
2024-09-23,84.82,83.66,84.93,82.94,7920000.0,2.49
2024-09-24,84.29,84.2,85.27,83.92,8210000.000000001,-0.62
2024-09-25,84.62,84.61,85.21,83.85,8350000.0,0.39
2024-09-26,83.46,84.25,84.6,83.24,8460000.0,-1.37
2024-09-27,84.54,83.77,84.84,83.76,8199999.999999999,1.29
2024-09-30,84.53,84.5,84.95,84.01,13880000.0,-0.01
2024-10-01,85.27,84.11,85.75,83.82,9110000.0,0.88
2024-10-02,85.43,84.77,85.59,84.49,8400000.0,0.19
2024-10-03,85.05,85.65,86.1,84.75,7030000.0,-0.44
2024-10-04,83.85,83.49,84.08,83.01,8340000.0,-1.41
2024-10-07,80.29,83.55,83.55,80.18,11970000.0,-4.25
2024-10-08,80.5,80.78,81.81,80.49,10100000.0,0.26
2024-10-09,80.58,79.66,81.1,79.66,10100000.0,0.1
2024-10-10,80.94,81.0,82.56,80.82,7930000.0,0.45
2024-10-11,81.86,80.98,81.88,80.39,7060000.0,1.14
2024-10-14,82.91,81.9,83.19,81.61,5810000.0,1.28
2024-10-15,82.79,83.0,84.05,82.67,15830000.0,-0.14
2024-10-16,84.39,83.08,84.64,82.72,8060000.000000001,1.93
2024-10-17,83.78,84.3,84.63,83.69,6150000.0,-0.72
2024-10-18,84.38,83.92,84.41,83.55,8600000.0,0.72
2024-10-21,84.03,84.76,84.96,83.66,7050000.0,-0.41
2024-10-22,83.7,83.2,84.23,83.14,8359999.999999999,-0.39
2024-10-23,84.96,84.59,86.0,83.0,10830000.0,1.51
2024-10-24,82.81,84.0,84.54,82.5,9710000.0,-2.53
2024-10-25,81.43,82.9,83.13,81.29,6580000.0,-1.67
2024-10-28,82.87,82.04,83.84,81.61,8680000.0,1.77
2024-10-29,79.56,79.95,80.7,79.47,19230000.0,-3.99
2024-10-30,79.09,79.75,79.89,78.89,11650000.0,-0.59
2024-10-31,79.25,78.39,79.85,78.14,13030000.0,0.2
2024-11-01,77.35,79.39,79.46,76.96,14620000.0,-2.4
2024-11-04,78.37,77.35,78.82,77.1,11760000.0,1.32
2024-11-05,78.65,77.77,78.79,76.97,9050000.0,0.36
2024-11-06,74.52,74.3,74.98,72.69,28640000.0,-5.25
2024-11-07,74.62,73.61,75.09,73.57,16309999.999999998,0.13
2024-11-08,76.97,74.98,77.19,74.68,14660000.0,3.15
2024-11-11,75.91,76.98,77.15,75.74,10280000.0,-1.38
2024-11-12,74.26,75.61,75.8,73.62,12570000.0,-2.17
2024-11-13,74.24,74.63,75.04,73.92,12450000.0,-0.03
2024-11-14,75.28,73.88,76.18,73.65,13780000.0,1.4
2024-11-15,76.35,75.45,76.69,75.29,12930000.0,1.42
2024-11-18,76.39,76.3,76.67,75.31,9040000.0,0.05
2024-11-19,77.08,76.31,77.32,75.72,7940000.0,0.9
2024-11-20,76.88,77.19,77.5,76.36,7070000.0,-0.26
2024-11-21,77.36,76.79,77.51,76.36,8910000.0,0.62
2024-11-22,76.0,77.23,77.54,75.76,8170000.0,-1.76
2024-11-25,76.64,76.73,77.1,75.83,20800000.0,0.84
2024-11-26,77.49,77.0,77.78,76.47,10560000.0,1.11
2024-11-27,78.52,78.13,79.38,77.86,8690000.0,1.33
2024-11-29,78.67,78.58,78.99,78.32,6190000.0,0.19
2024-12-02,77.07,78.92,79.05,76.89,11360000.0,-2.03
2024-12-03,76.29,77.07,77.57,76.23,9810000.0,-1.01
2024-12-04,75.74,76.0,76.02,75.1,8310000.000000001,-0.72
2024-12-05,76.2,75.64,76.54,75.42,6490000.0,0.61
2024-12-06,75.24,76.19,76.5,74.92,7080000.0,-1.26
2024-12-09,74.7,75.5,75.63,74.56,9270000.0,-0.72
2024-12-10,74.14,74.5,74.52,73.35,8620000.0,-0.75
2024-12-11,73.98,74.2,74.55,73.58,7470000.0,-0.22
2024-12-12,73.22,73.84,74.08,73.09,6970000.0,-1.03
2024-12-13,73.62,73.05,73.75,72.94,7670000.0,0.55
2024-12-16,72.79,73.7,74.22,72.76,9770000.0,-1.13
2024-12-17,72.27,72.31,72.6,71.8,7720000.0,-0.71
2024-12-18,70.52,71.96,72.54,70.43,12500000.0,-2.42
2024-12-19,69.77,70.52,71.0,69.71,13730000.0,-1.06
2024-12-20,71.67,69.58,71.98,69.32,27550000.0,2.72
2024-12-23,72.49,71.34,72.53,71.25,7510000.0,1.14
2024-12-24,72.91,72.42,72.91,72.03,3000000.0,0.58
2024-12-26,72.37,72.48,72.9,72.27,4510000.0,-0.74
2024-12-27,72.11,71.9,72.43,71.68,5460000.0,-0.36
2024-12-30,71.76,71.68,71.91,70.98,8400000.0,-0.49
2024-12-31,71.69,71.86,72.41,71.4,6220000.0,-0.1
2025-01-02,71.61,72.47,72.62,71.29,5340000.0,-0.11
2025-01-03,71.99,71.92,72.68,71.59,5090000.0,0.53
2025-01-06,71.24,71.8,71.94,70.84,7030000.0,-1.04
2025-01-07,70.43,71.46,71.9,70.06,8980000.0,-1.14
2025-01-08,70.66,70.02,70.7,69.46,7930000.0,0.33
2025-01-10,67.38,69.99,70.07,67.07,16260000.000000002,-4.64
2025-01-13,66.96,67.22,67.36,65.89,17060000.0,-0.62
2025-01-14,67.98,66.98,68.01,66.88,10700000.0,1.52
2025-01-15,69.29,69.27,70.04,69.01,12420000.0,1.93
2025-01-16,71.37,68.96,71.42,68.89,11470000.0,3.0
2025-01-17,70.76,71.09,71.84,70.74,12660000.0,-0.85
2025-01-21,70.85,71.36,71.88,70.78,12150000.0,0.13
2025-01-22,68.49,70.56,70.57,68.34,14420000.0,-3.33
2025-01-23,69.23,68.85,69.35,68.27,10780000.0,1.08
2025-01-24,72.83,68.1,74.05,68.0,24590000.0,5.2
2025-01-27,73.83,73.3,73.93,70.64,19130000.0,1.37
2025-01-28,70.54,72.33,72.88,69.92,16629999.999999998,-4.46
2025-01-29,70.89,70.75,71.52,70.61,9500000.0,0.5
2025-01-30,71.3,71.99,72.0,70.79,8640000.0,0.58
2025-01-31,71.56,71.51,71.73,70.93,10710000.0,0.36
2025-02-03,71.05,70.5,71.79,70.19,9130000.0,-0.71
2025-02-04,69.9,70.25,70.85,69.62,10570000.0,-1.62
2025-02-05,69.2,70.75,70.79,69.14,9030000.0,-1.0
2025-02-06,69.27,69.4,69.62,68.26,9150000.0,0.1
2025-02-07,68.27,69.14,69.39,68.2,9320000.0,-1.44
2025-02-10,69.7,68.34,69.74,68.09,9120000.0,2.09
2025-02-11,70.33,69.41,70.38,68.71,7020000.0,0.9
2025-02-12,69.28,69.31,70.19,68.98,8570000.0,-1.49
2025-02-13,68.6,69.42,69.66,68.56,15170000.0,-0.98
2025-02-14,68.06,68.6,69.02,67.88,14180000.0,-0.79
2025-02-18,68.5,68.0,68.55,67.53,12090000.0,0.65
2025-02-19,69.06,68.54,69.51,68.41,8840000.0,0.82
2025-02-20,70.14,69.08,70.44,68.82,9340000.0,1.56
2025-02-21,71.58,70.14,71.97,70.01,16739999.999999998,2.05
2025-02-24,70.8,71.3,71.46,69.92,11970000.0,-1.09
2025-02-25,71.28,71.2,71.71,70.68,14060000.0,0.68
2025-02-26,71.01,71.19,71.64,70.51,8010000.0,-0.38
2025-02-27,69.38,70.57,70.91,69.31,9380000.0,-2.3
2025-02-28,70.17,69.59,70.22,69.28,11250000.0,1.14
2025-03-03,71.62,70.05,71.7,70.0,9490000.0,2.07
2025-03-04,70.85,71.96,73.08,70.76,17870000.0,-1.08
2025-03-05,70.48,70.53,70.89,69.39,7720000.0,-0.52
2025-03-06,70.01,70.02,70.11,69.02,7480000.0,-0.67
2025-03-07,72.83,70.18,73.12,70.06,13470000.0,4.03
2025-03-10,76.16,73.0,76.29,72.48,25260000.0,4.57
2025-03-11,74.03,75.9,76.26,73.2,14840000.0,-2.8
2025-03-12,72.92,73.0,73.38,71.78,12110000.0,-1.5
2025-03-13,72.73,73.2,73.55,72.05,11250000.0,-0.26
2025-03-14,73.55,72.78,73.68,72.33,8700000.0,1.13
2025-03-17,72.11,73.43,73.43,71.07,14950000.0,-1.96
2025-03-18,70.7,72.21,72.21,70.27,15210000.0,-1.96
2025-03-19,70.5,71.02,71.18,70.0,9460000.0,-0.28
2025-03-20,71.15,71.04,72.09,70.59,11820000.0,0.92
2025-03-21,70.88,71.02,71.96,70.17,15780000.0,-0.38
2025-03-24,70.07,70.95,71.79,69.91,12390000.0,-1.14
2025-03-25,68.59,70.48,70.48,68.42,12620000.0,-2.11
2025-03-26,69.73,68.77,69.84,68.68,9160000.0,1.66
2025-03-27,70.03,69.76,71.02,69.61,8750000.0,0.43
2025-03-28,70.45,70.43,70.97,70.17,7850000.0,0.6
2025-03-31,70.89,70.71,71.75,70.62,13350000.0,0.62
2025-04-01,70.92,71.0,71.57,70.52,8720000.0,0.04
2025-04-02,70.48,71.09,71.29,70.13,8480000.0,-0.62
2025-04-03,72.14,71.67,72.96,71.37,13650000.0,2.36
2025-04-04,66.91,72.79,73.42,66.86,20990000.0,-7.25
2025-04-07,65.06,65.5,67.26,63.93,19490000.0,-2.76
2025-04-08,64.11,66.43,66.58,63.2,14230000.0,-1.46
2025-04-09,67.58,63.38,67.79,61.72,23210000.0,5.41
2025-04-10,66.72,66.8,67.5,65.24,12800000.0,-1.27
2025-04-11,65.81,66.45,66.99,64.6,14860000.0,-1.36
2025-04-14,67.69,66.48,68.12,65.96,11590000.0,2.86
2025-04-15,67.66,67.86,68.43,67.53,7850000.0,-0.04
2025-04-16,65.64,67.95,68.04,65.3,11360000.0,-2.99
2025-04-17,66.31,66.04,67.34,65.97,11210000.0,1.02
2025-04-21,64.68,65.82,66.06,63.64,11570000.0,-2.46
2025-04-22,66.64,65.46,66.8,65.35,14350000.0,3.03
2025-04-23,67.27,67.55,69.1,66.99,19480000.0,0.95
2025-04-24,66.35,67.04,67.2,65.24,13720000.0,-1.37
2025-04-25,66.09,66.65,66.87,65.36,9640000.0,-0.39
2025-04-28,66.19,66.16,66.34,65.28,7120000.0,0.15
2025-04-29,67.25,66.05,67.39,65.72,8890000.0,1.6
2025-04-30,66.88,67.01,67.21,65.46,13760000.0,-0.55
2025-05-01,66.05,67.49,67.63,65.94,11490000.0,-1.24
2025-05-02,67.09,66.1,67.37,65.99,13330000.0,1.57
2025-05-05,66.1,67.0,67.03,65.88,7120000.0,-1.48
2025-05-06,66.54,65.81,66.89,65.35,7940000.0,0.67
2025-05-07,67.36,66.26,67.98,65.97,9960000.0,1.23
2025-05-08,68.32,67.27,69.38,66.91,13030000.0,1.43
2025-05-09,70.31,68.68,70.49,68.45,17330000.0,2.91
2025-05-12,69.69,70.9,70.99,68.7,18940000.0,-0.88
2025-05-13,72.11,70.07,72.48,69.96,22960000.0,3.47
2025-05-14,72.19,71.79,72.43,70.75,15240000.0,0.11
2025-05-15,74.55,73.0,74.83,72.45,17790000.0,3.27
2025-05-16,75.0,74.55,75.0,73.71,12830000.0,0.6
2025-05-19,73.86,74.22,74.25,73.16,14440000.0,-1.52
2025-05-20,74.41,74.0,75.21,73.83,8050000.000000001,0.74
2025-05-21,71.54,74.07,74.34,71.36,16129999.999999998,-3.86
2025-05-22,66.94,68.9,69.0,63.88,40210000.0,-6.43
2025-05-23,67.76,67.01,67.95,65.97,17160000.0,1.22
2025-05-27,68.04,67.75,68.37,67.46,10910000.0,0.41
2025-05-28,67.21,67.89,68.15,66.83,7840000.0,-1.22
2025-05-29,68.99,66.77,69.1,66.77,11570000.0,2.65
2025-05-30,70.64,68.8,70.69,68.5,18800000.0,2.39
2025-06-02,70.15,69.75,70.2,69.04,9370000.0,-0.69
2025-06-03,70.95,70.3,71.08,69.86,11010000.0,1.14
2025-06-04,69.88,71.15,71.15,69.79,10890000.0,-1.51
2025-06-05,71.5,70.3,72.0,69.75,10970000.0,2.32
2025-06-06,72.16,71.62,72.29,71.47,9290000.0,0.92
2025-06-09,71.9,72.23,72.46,71.32,7060000.0,-0.36
2025-06-10,72.81,72.3,73.06,71.93,9890000.0,1.27
2025-06-11,73.0,72.83,73.49,72.56,12000000.0,0.26
2025-06-12,73.84,73.42,74.43,73.26,11020000.0,1.15
2025-06-13,74.78,73.79,75.25,73.39,13210000.0,1.27
